F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-13.23,-30,21,12.4,-7.94,1.23,10.08,-30.98,-426.72,2,0.3,69.66,0.82,1.35,,True
6.45,-10.47,390,13.26,-3.76,37.5,19.32,-36.98,-478.72,20,14.01,149.66,5.7,-4.17,,True
3.69,-16.23,270,9.7,-4.33,29.7,15.52,-76.98,-668.72,20,12.57,-0.34,8.15,-3.28,6.34,True
-7.89,-24.45,42,20.06,-7.68,0.87,10.38,-34.98,-456.72,2,1.11,69.66,0.76,1.56,,True
3.54,-10.95,95,12.42,-7.09,24.45,16.37,-36.98,-558.72,20,11.1,109.66,5.8,-1.53,,False
-9.48,-31.8,13,11.46,-8.13,4.02,10,-34.98,-414.72,2,-1.95,89.66,0.11,2.71,5.71,True
-7.17,-28.89,33,12.04,-9.39,3.15,10.31,-30.98,-432.72,2,0.03,77.66,0.98,1.56,6.5,True
7.83,-8.4,370,13.42,-2.45,25.95,18.22,-56.98,-418.72,20,15.96,-30.34,5.6,-4.14,5.98,True
-9.9,-24.66,42,12.44,-8.02,4.5,9.98,-30.98,-454.72,2,-0.54,141.66,0.64,1.64,6.59,True
-10.65,-25.11,43,12.64,-8.42,5.16,10.47,-30.98,-482.72,2,-3.12,75.66,0.21,1.88,,False
-10.71,-23.73,13,15.18,-7.8,0.54,10.34,-30.98,-486.72,2,-4.2,109.66,0.43,1.21,,False
-7.77,-27.03,28,11.22,-7.84,5.43,10.24,-30.98,-490.72,2,0.24,91.66,0.86,1.3,7.06,True
-10.32,-25.11,50,11.7,-8.98,4.41,10.02,-30.98,-458.72,2,-0.9,71.66,0.46,3.15,,False
4.47,-11.31,305,12.86,-2.89,21.3,15.42,-56.98,-518.72,20,13.68,189.66,8.65,-3.35,5.57,False
2.52,-11.1,65,10.46,-3.48,25.5,16.57,-36.98,-578.72,20,8.79,209.66,6.75,-3.12,,True
0.84,-17.91,70,14.3,-4.43,20.25,14.77,-76.98,-618.72,20,8.55,39.66,6.35,-1.97,4.91,False
6.51,-10.5,165,12.78,-2.56,23.55,16.37,-56.98,-808.72,20,-3.81,209.66,9.3,-2.15,6.69,True
-3.21,-13.11,20,11.28,-4.1,19.2,15.77,-36.98,-698.72,20,9.75,269.66,5.55,-1.08,4.27,False
-8.43,-24.81,6,13.64,-8.77,5.49,10.14,-34.98,-446.72,2,-0.06,63.66,0.66,1.73,,True
-14.61,-24.03,7,10.44,-8.74,4.89,9.89,-34.98,-490.72,2,-2.49,63.66,0.91,2.48,,True
4.59,-11.61,95,10.3,-3.69,22.8,15.17,-56.98,-588.72,20,4.92,-50.34,8.05,-2.95,5.36,False
-10.02,-23.85,30,13.34,-8.99,5.07,9.95,-30.98,-482.72,2,-2.04,63.66,0.95,1.3,,True
-13.08,-24.6,12,18.4,-7.84,1.71,9.97,-34.98,-486.72,2,-2.04,77.66,0.4,2.04,5.16,False
-10.29,-23.58,5,12.06,-7.42,2.52,10.43,-34.98,-480.72,2,0.6,59.66,0.28,3.21,6.44,True
3.18,-19.65,120,11.92,-3.45,23.4,16.32,-36.98,-488.72,20,12.09,239.66,5.3,-0.51,,False
-8.7,-26.76,2,12.2,-7.87,2.07,9.55,-34.98,-486.72,2,-2.34,77.66,0.91,2.47,5.91,False
-10.65,-23.73,72,14.48,-11.92,0.48,10.33,-34.98,-462.72,2,-8.01,77.66,0.73,4.6,,True
-9.18,-24.39,21,11.44,-8.56,2.55,9.71,-34.98,-436.72,2,-2.43,61.66,0.63,5.06,,False
6.09,-10.74,335,13.8,-3.21,16.65,17.92,-56.98,-708.72,20,15.48,59.66,8.25,-3.89,5.79,True
6.09,-10.5,65,11.04,-3.19,18,15.32,-56.98,-498.72,20,14.7,209.66,10.05,-2.47,,True
-8.28,-22.98,6,12.54,-7.73,2.79,10.33,-26.98,-426.72,2,-13.8,105.66,0.73,1.07,6.99,True
4.05,-14.31,265,14.86,-2.71,25.65,16.17,-36.98,-508.72,20,16.11,219.66,8.95,-3.97,5.07,False
-0,-15.93,125,11.9,-4.38,15.6,15.42,-36.98,-798.72,20,10.02,189.66,5.9,-1.52,,False
-8.07,-25.08,42,13.02,-8.24,5.67,9.99,-34.98,-406.72,2,-5.34,77.66,0.53,2.96,,True
8.67,-9.21,390,13.06,-2.18,15.15,18.62,-56.98,-768.72,20,16.14,239.66,9.55,-4.06,4.43,False
0.33,-11.7,55,12.04,-2.72,20.85,15.77,-36.98,-808.72,20,6.18,199.66,9.25,-1.91,5.34,False
0.21,-15,35,9.8,-4.23,31.05,14.77,-56.98,-578.72,20,5.64,129.66,5.3,-1.98,4.35,False
-0.06,-11.76,95,17.08,-8.2,16.65,15.22,-46.98,-658.72,20,8.25,89.66,7.1,-0.35,4.97,False
3.54,-13.11,350,11.28,-4.97,35.55,16.02,-56.98,-688.72,20,11.46,129.66,5.75,-1.99,5.02,False
4.8,-11.73,165,14.44,-3.96,39.15,16.57,-36.98,-818.72,20,9.48,109.66,7.4,-2.1,4.57,True
5.46,-13.47,170,14.78,-3.63,24.6,17.32,-56.98,-808.72,20,14.22,-50.34,7.75,-1.23,7.71,True
-3.87,-13.02,185,13.58,-3.33,29.25,16.02,-76.98,-738.72,20,11.58,39.66,6.4,-2.79,5.79,False
-10.5,-31.26,18,11.72,-7.5,4.29,9.97,-30.98,-410.72,2,0.66,95.66,0.53,1.6,5.61,False
-15.57,-26.16,33,12.68,-7.92,0.45,10.15,-30.98,-442.72,2,0.15,87.66,0.73,1.13,6.38,True
0.27,-9.66,115,16.68,-2.66,19.05,16.87,-36.98,-418.72,20,13.35,199.66,6.55,-3.81,,True
3.24,-16.92,170,10.24,-4.39,18.45,15.37,-56.98,-738.72,20,11.85,29.66,6.9,-1.4,,False
-6.03,-15.21,135,9.62,-4.78,28.8,15.17,-36.98,-848.72,20,8.97,99.66,8.15,-1.07,,False
-0.06,-13.11,350,12.72,-4.25,16.65,17.07,-56.98,-798.72,20,11.91,-110.34,7.45,-2.63,,False
0.54,-15.81,330,14.84,-8.59,29.55,15.17,-36.98,-838.72,20,8.04,279.66,6.1,-1.39,,False
-8.34,-30.3,41,11.9,-8.09,2.49,10.31,-34.98,-448.72,2,-0.78,89.66,0.15,1.88,,False
-7.29,-25.41,1,16.06,-8.42,0.42,10.52,-30.98,-426.72,2,-2.16,87.66,0.63,3.49,6.13,True
-9.72,-29.16,9,15.64,-10.95,0.36,10.41,-28.98,-440.72,2,-8.19,99.66,0.48,1.89,,True
4.08,-13.92,185,9.6,-5.54,31.8,14.87,-56.98,-608.72,20,-0.93,-50.34,8.75,-2.29,5.65,False
6.36,-14.52,150,9.1,-4.58,34.2,15.87,-36.98,-438.72,20,11.04,99.66,6.85,-3.39,,True
-14.91,-23.61,66,11.78,-8.28,4.74,10.36,-34.98,-486.72,2,-6.03,63.66,0.77,2.84,,True
-7.86,-32.19,9,16.78,-7.97,4.14,10.04,-30.98,-478.72,2,-6.51,133.66,0.92,3.92,,False
5.94,-23.67,185,12.72,-2.84,26.25,16.17,-36.98,-548.72,20,14.07,159.66,6.75,-1.8,5.91,False
-0.69,-27.66,120,16.2,-4.07,31.35,15.07,-36.98,-558.72,20,9.9,289.66,6.25,-2.66,,False
-15.93,-25.83,1,12.92,-9.58,0.78,10.26,-34.98,-454.72,2,-19.11,81.66,0.79,1.07,,True
-14.31,-23.49,20,10.9,-8.13,5.52,10.51,-30.98,-452.72,2,-1.92,73.66,0.25,2.55,,True
-2.91,-12.6,205,9.62,-4.26,20.25,17.72,-56.98,-808.72,20,12.84,-110.34,6.2,-2.66,,True
-15.75,-24.63,5,11.16,-7.23,3.27,10.05,-34.98,-466.72,2,-0.63,81.66,0.87,4.7,,True
7.65,-9.42,320,10.82,-2.67,15,18.77,-76.98,-688.72,20,15.9,29.66,7.45,-4.19,,True
-9.96,-40.68,22,11.9,-8.95,4.59,9.55,-30.98,-484.72,2,-0.69,63.66,0.54,1.92,,False
1.83,-14.52,315,9.32,-3.55,44.25,15.67,-66.98,-818.72,20,9.57,89.66,7.15,-2.1,,False
-15,-23.91,19,12.54,-7.47,4.77,10.44,-34.98,-410.72,2,0.75,73.66,0.12,2.17,,True
3.12,-12.48,140,8.22,-4.02,38.4,15.62,-56.98,-798.72,20,2.07,-10.34,7.25,-2,5.04,False
-10.05,-30.99,6,15.96,-9.78,3.6,9.9,-30.98,-488.72,2,-12.45,121.66,0.68,2.48,5.59,False
-1.59,-12.12,215,12.84,-4.67,37.2,16.07,-56.98,-628.72,20,7.26,249.66,5.05,-2.54,,False
-10.62,-29.31,2,11.3,-8.14,3.9,9.61,-34.98,-456.72,2,-1.62,93.66,0.42,2.18,,False
5.49,-7.5,235,17.64,-3.48,20.4,17.42,-56.98,-478.72,20,15.39,299.66,8.05,-1.31,,True
-9,-27.06,11,14.14,-8.15,0.99,10.27,-30.98,-474.72,2,0.96,129.66,0.84,2.62,6.88,True
7.86,-6.78,245,15.02,-2.92,24.15,18.42,-56.98,-468.72,20,15.03,229.66,7.8,-4.1,,True
-18.96,-24.96,50,11.78,-7.96,2.67,10.4,-34.98,-460.72,2,-7.65,79.66,0.48,3.06,6.12,True
-10.47,-26.58,37,19.28,-7.57,5.1,9.93,-30.98,-418.72,2,-8.43,77.66,0.31,2.01,,False
-7.35,-26.25,74,15.76,-7.23,3.75,10.26,-26.98,-414.72,2,-2.34,101.66,0.94,1.04,5.81,True
-10.62,-23.16,55,13.46,-7.9,1.65,10.43,-30.98,-420.72,2,0.99,93.66,0.51,1.21,,True
-9.87,-27.45,15,19.48,-9.93,1.44,10.17,-34.98,-488.72,2,-0.36,91.66,0.47,2.28,6.21,False
5.58,-15.21,45,9.84,-2.81,17.85,16.52,-56.98,-858.72,20,11.67,239.66,8.5,-1.06,6.77,True
-6.57,-18.15,170,10.82,-10.53,23.25,14.82,-56.98,-718.72,20,7.17,-100.34,5.05,-0.62,,False
-0.33,-14.43,160,10.82,-3.96,44.85,15.87,-56.98,-748.72,20,9.81,29.66,5.35,-1.81,4.27,False
-7.8,-33.75,2,11.82,-7.8,4.41,10.41,-30.98,-422.72,2,0.75,93.66,0.24,1.58,6.99,True
-9.27,-35.19,18,12.12,-7.58,1.86,10.02,-30.98,-482.72,2,-5.43,119.66,0.9,1.76,6.25,False
-8.97,-24.33,26,11.82,-8.61,4.83,9.96,-30.98,-432.72,2,-1.08,85.66,0.28,1.25,5.89,False
-10.29,-28.68,41,11.6,-7.69,4.05,10.11,-30.98,-452.72,2,0.15,79.66,0.07,2.28,,False
-17.19,-27.39,36,12.6,-9.71,5.61,10.25,-30.98,-430.72,2,-0.48,63.66,0.02,1.46,,True
5.64,-9.87,150,12.72,-3.69,21.15,19.17,-56.98,-748.72,20,16.14,239.66,7.15,-3.81,6.33,True
4.92,-11.1,285,8.46,-6.69,42,16.47,-76.98,-618.72,20,6.36,-90.34,5.6,-1.05,4.26,False
2.97,-13.2,150,9.16,-4.05,30.75,14.77,-56.98,-858.72,20,10.98,-100.34,8.85,-2.35,,False
-8.07,-25.29,27,15.62,-12.53,0.6,10.11,-34.98,-470.72,2,-2.76,77.66,0.88,4.78,6.12,False
0.39,-11.43,295,11.62,-3.56,17.7,14.92,-76.98,-518.72,20,12.69,-40.34,9.3,3.36,6.39,True
-11.16,-28.32,10,10.96,-10.45,2.46,9.7,-34.98,-410.72,2,-2.37,55.66,0.47,1.35,,True
-14.7,-23.52,25,11.28,-9.33,4.95,10.41,-30.98,-484.72,2,-4.26,63.66,0.54,2.04,,True
2.82,-10.29,60,9.88,-4.19,17.55,18.07,-56.98,-728.72,20,14.1,209.66,5.75,-3.58,7.76,True
-13.44,-30.21,26,11.84,-9.46,5.34,10.17,-30.98,-488.72,2,-2.67,111.66,0.34,1.97,,False
-13.74,-25.11,13,12.78,-7.57,2.43,10.07,-34.98,-486.72,2,-1.5,77.66,0.02,2.45,4.86,False
-9.87,-34.65,9,14.34,-7.99,4.8,9.54,-34.98,-422.72,2,-0.27,67.66,0.16,4.64,6.78,True
-8.22,-23.46,9,10.98,-9.46,4.59,10.36,-34.98,-438.72,2,1.32,77.66,0.97,1.01,,True
-16.65,-27.63,59,13.84,-9.99,5.73,10.11,-30.98,-498.72,2,-3.39,83.66,0.34,3.4,,False
-11.22,-34.08,24,10.86,-10.81,4.44,10.28,-34.98,-420.72,2,1.02,77.66,0.8,0.96,,True
1.14,-12.93,210,11.26,-3.92,19.05,17.12,-76.98,-868.72,20,10.14,-90.34,6.15,-2.96,,False
-15.09,-23.22,20,12.4,-8.05,2.7,10.55,-30.98,-452.72,2,-5.88,117.66,0.29,2.79,,True
0.39,-22.35,205,10.06,-6.26,44.55,14.27,-76.98,-628.72,20,7.86,-70.34,5.9,1.11,,False
4.8,-11.64,360,15.02,-2.33,39.3,18.07,-56.98,-808.72,20,15.63,199.66,7.1,-3.44,,True
5.64,-17.52,380,10.94,-4.96,28.65,17.37,-56.98,-838.72,20,6.18,-30.34,7.7,-3.41,6.38,True
-9.21,-30.15,5,13.2,-7.56,4.92,10.12,-30.98,-488.72,2,-4.44,125.66,0.53,3.98,5.86,False
-7.89,-26.64,14,11.88,-8.12,3.33,10.13,-26.98,-488.72,2,-1.89,109.66,0.96,1.14,4.77,False
0.72,-12.87,30,10.5,-9.71,29.4,14.72,-56.98,-448.72,20,10.26,-10.34,6.85,-2.67,,False
6.45,-16.26,70,10.3,-4.96,37.35,16.87,-36.98,-478.72,20,14.82,229.66,5.8,-3.55,7.05,True
-16.83,-23.91,21,16.8,-7.23,2.04,10.42,-26.98,-442.72,2,-2.61,137.66,0.64,3.65,6.53,True
4.26,-9.27,285,12.14,-2.63,27.45,16.52,-56.98,-778.72,20,12.93,219.66,8.75,-2.82,4.71,False
-10.23,-29.22,2,11.78,-7.92,1.47,9.98,-34.98,-488.72,2,-3.15,69.66,0.18,1.69,5.29,False
-13.32,-24.78,23,11.78,-7.38,6.15,10.43,-26.98,-418.72,2,0.6,129.66,1.08,1.16,5.97,True
-14.49,-26.82,17,12.78,-8.74,4.35,9.68,-34.98,-452.72,2,-2.04,77.66,0.05,3.34,,False
7.26,-7.92,200,15.62,-3.73,21.3,19.17,-36.98,-718.72,20,16.11,309.66,7.3,-3.4,,False
-11.19,-24.42,7,11.98,-7.7,4.86,10.34,-34.98,-482.72,2,-0.93,63.66,0.81,2.05,,True
-0.24,-11.91,280,10.04,-3.71,32.4,15.02,-56.98,-598.72,20,9.06,59.66,7.25,-1.07,5.33,False
-8.16,-23.85,19,11.48,-9.91,1.89,10.13,-30.98,-488.72,2,-0.81,77.66,0.96,1.36,6.4,False
4.29,-13.08,325,11.7,-3.13,39.75,16.12,-56.98,-468.72,20,14.64,-50.34,6.55,-2.24,,True
-4.47,-17.28,160,11.96,-2.63,34.05,19.17,-36.98,-848.72,20,11.01,269.66,5.95,-2.82,,True
-11.52,-34.35,26,12.28,-9.18,5.52,10,-30.98,-466.72,2,-0.75,69.66,1.05,3.52,7.15,True
6.12,-9.18,170,13.18,-5.24,21,18.02,-36.98,-738.72,20,8.67,179.66,5.65,-0.06,,False
-8.94,-27.3,52,15.2,-8.42,2.52,10.2,-30.98,-420.72,2,-12.36,127.66,0.91,1.16,,True
3.24,-10.53,85,11.52,-3.69,38.7,15.42,-36.98,-538.72,20,11.61,249.66,8,-1.22,7.7,True
-22.89,-30.18,4,13.46,-8.88,5.52,10.09,-26.98,-494.72,2,-0.27,107.66,0.56,1.52,,False
-9.09,-27.39,21,11.92,-7.28,4.17,9.94,-30.98,-428.72,2,-6.42,137.66,0.73,1.79,6.15,False
5.91,-13.47,5,8.4,-5,31.35,16.12,-46.98,-478.72,20,10.77,99.66,6,-2.29,6.33,False
-8.73,-28.53,15,12.26,-8.76,4.59,10.4,-34.98,-482.72,2,-1.95,87.66,0.33,3.17,,True
4.95,-11.4,290,12.78,-5.5,17.7,16.67,-56.98,-638.72,20,14.67,219.66,6.7,-1.75,,False
5.37,-11.55,80,11.82,-3.15,28.2,16.22,-56.98,-448.72,20,13.02,-20.34,5.6,-2.52,,False
-15.18,-26.37,15,14.04,-8.49,5.85,10.05,-34.98,-426.72,2,-2.07,69.66,0.06,1.71,6.74,True
-2.28,-12.36,290,8.24,-5.35,36.75,15.62,-76.98,-738.72,20,12.33,-100.34,7.5,-2.7,,False
-19.47,-31.23,21,12.46,-7.43,4.05,10.4,-30.98,-486.72,2,-7.11,87.66,0.82,2.33,7.61,True
-9.54,-25.95,6,12.5,-12.21,3.9,10.01,-30.98,-498.72,2,-1.23,109.66,0.41,1.94,,False
-14.76,-26.22,1,12.84,-8.32,3.84,9.83,-30.98,-414.72,2,-11.43,115.66,0.18,1.61,4.37,False
-12.72,-23.97,33,11.48,-7.72,4.98,10.07,-30.98,-430.72,2,-7.65,103.66,0.1,2.86,5.04,False
3,-14.79,300,12.22,-3.01,20.4,14.97,-56.98,-778.72,20,12.54,159.66,10.05,-2.25,,False
-2.46,-22.74,50,8.74,-3.34,37.35,14.92,-36.98,-588.72,20,10.02,149.66,8.1,-2.86,3.83,False
2.94,-11.58,185,9.34,-3.53,38.4,16.22,-46.98,-848.72,20,9.63,89.66,7.05,-1.84,,False
-8.7,-25.92,10,12.04,-8.45,4.14,9.78,-30.98,-434.72,2,-3.54,83.66,0.51,1.96,,False
-0.27,-20.46,35,10.18,-3.71,20.85,15.82,-36.98,-718.72,20,10.98,189.66,5.9,-2.53,6.3,False
2.25,-16.29,120,11.2,-4.18,19.8,14.57,-36.98,-608.72,20,8.82,159.66,7.8,-1.77,,False
1.62,-12.33,365,10.72,-4.11,27.6,16.82,-56.98,-708.72,20,11.64,-40.34,7.7,-0.1,5.18,True
-12.18,-28.38,2,15.18,-7.47,3.69,10.02,-34.98,-446.72,2,-3.99,95.66,0.04,1.47,,False
-9.6,-26.19,24,11.68,-7.44,4.62,10.23,-34.98,-418.72,2,0.06,83.66,0.72,1.14,6.88,True
-12.99,-26.97,2,17.76,-7.98,0.03,10.22,-34.98,-468.72,2,-3.48,87.66,0.35,2.14,4.34,False
-6,-9.06,100,12.68,-3.1,28.95,17.82,-36.98,-418.72,20,13.44,249.66,6,-3.52,5.78,True
-7.92,-34.74,2,12.88,-8.83,2.7,10.08,-30.98,-446.72,2,-5.13,137.66,0.41,2.52,5.16,False
6.21,-19.38,190,11.96,-3.16,28.5,16.62,-36.98,-698.72,20,11.25,239.66,8.9,-3.71,5.94,False
4.77,-11.76,200,8.68,-3.8,27.9,15.17,-76.98,-618.72,20,8.82,-110.34,8.25,-2.93,,False
-11.34,-27.9,1,12.06,-9.5,3.69,9.57,-30.98,-454.72,2,-5.67,121.66,0.95,3.73,,False
4.38,-8.61,145,12.04,-2.41,30.9,16.17,-56.98,-608.72,20,13.2,259.66,9.55,-2.42,6.41,True
-2.55,-25.44,240,12.76,-4.81,41.1,15.72,-36.98,-778.72,20,11.46,119.66,7.2,-2.2,5.5,False
-10.2,-24.9,1,10.62,-8.29,5.67,9.7,-34.98,-490.72,2,-7.47,91.66,0.43,1.7,,True
-10.41,-40.26,4,18.4,-8.31,1.41,9.98,-34.98,-486.72,2,-3.72,89.66,0.91,3.26,5.97,False
-8.88,-25.11,13,12.36,-7.74,5.19,10.13,-26.98,-480.72,2,0.6,119.66,0.78,1.27,6.59,False
-14.37,-23.52,28,12.58,-9.72,4.53,10.26,-32.98,-492.72,2,-2.28,99.66,0.93,1.45,,True
-8.37,-23.64,5,13.46,-7.97,5.25,10.31,-30.98,-470.72,2,0.69,97.66,0.41,1.36,6.12,True
-0.54,-17.64,355,11.28,-4.69,43.65,16.27,-76.98,-828.72,20,1.68,-20.34,5.2,-1.92,,False
-4.53,-23.97,190,15.44,-3.16,24.6,14.87,-36.98,-698.72,20,12.12,179.66,9.4,-2.25,4.39,False
7.68,-9.45,215,13.4,-3.62,24.75,19.37,-56.98,-718.72,20,10.14,119.66,6.55,-2.77,6.54,True
-9.45,-26.76,7,12.72,-7.56,3.48,10.37,-26.98,-446.72,2,-2.52,109.66,0.3,1.6,,False
-8.25,-23.25,7,11.84,-6.99,1.92,10.16,-30.98,-408.72,0,-0.51,97.66,0.54,1.1,6.5,True
-8.04,-25.38,35,16.78,-8.67,0.75,10.42,-30.98,-462.72,2,0.03,137.66,0.98,2.32,7.01,True
-8.28,-24.84,24,11.26,-7.48,5.97,10.02,-34.98,-450.72,2,-2.94,95.66,0.81,3.02,,True
-10.86,-27.93,11,20.22,-7.34,2.22,9.58,-30.98,-416.72,2,-0.48,89.66,0.99,1.23,5.78,False
-7.32,-34.17,14,13.3,-7.79,3.09,10.13,-30.98,-408.72,2,-2.97,71.66,0.79,1.99,,True
-16.26,-28.83,26,12.28,-8.84,0.84,10.29,-30.98,-466.72,2,-5.49,59.66,0.95,1.48,6.85,True
-1.11,-15.75,370,13,-5.28,32.7,15.37,-56.98,-848.72,20,7.95,9.66,6.7,-0.75,5.04,False
-10.74,-9.03,290,12.16,-3.1,34.65,17.77,-36.98,-758.72,20,11.79,139.66,7.9,-3.7,,True
-12.96,-27.96,2,13,-9.6,4.17,10.27,-34.98,-408.72,2,-10.44,77.66,0.16,7.88,,True
2.43,-14.88,375,13.88,-3.83,23.1,15.92,-56.98,-858.72,20,8.19,259.66,6.85,-2.53,5.82,False
-7.62,-26.79,30,11.94,-7.3,4.47,10.37,-34.98,-488.72,2,-4.86,95.66,0.88,1.65,,True
2.07,-10.29,100,15.34,-3.63,29.4,15.72,-36.98,-648.72,20,13.68,249.66,9.75,-3.45,7.12,True
-13.65,-41.73,21,17.86,-7.78,6.12,10.33,-26.98,-480.72,2,-2.01,109.66,0.7,1.35,6.28,True
2.25,-17.67,295,10.48,-4.43,33.6,15.02,-56.98,-758.72,20,6.51,19.66,6.9,-2.23,5.6,False
3.84,-14.67,265,12.86,-5.1,16.05,15.12,-36.98,-838.72,20,-7.23,229.66,9.2,-1.27,,False
5.73,-10.59,335,10.34,-3.6,23.25,15.77,-76.98,-688.72,20,11.16,-0.34,8.85,-1.7,7.77,True
-8.64,-30.45,5,12.16,-9.36,4.98,10.17,-34.98,-450.72,2,-1.14,79.66,0.32,4.26,,True
-9.42,-24.87,7,12.98,-8.62,1.29,10.43,-34.98,-424.72,2,-0.78,85.66,0.48,2.17,,True
-17.58,-29.19,10,11.84,-8.18,2.55,10.07,-30.98,-436.72,2,-3.27,129.66,0.28,1.63,5.58,False
1.83,-10.14,220,14.72,-2.49,22.05,16.72,-36.98,-608.72,20,13.89,259.66,7.25,-3.67,4.67,False
-9.63,-30,40,12.56,-7.69,5.34,10.19,-26.98,-474.72,2,-5.49,135.66,0.95,1.11,7.64,True
-15.24,-30.87,43,14.28,-7.79,2.61,10.11,-30.98,-472.72,2,-0.78,101.66,0.67,1.34,6.99,False
-15.27,-23.91,22,12.4,-8.3,3.51,9.8,-30.98,-414.72,2,-15.66,61.66,0.61,1.65,,False
-21.03,-31.08,25,12.78,-7.74,2.55,10.04,-30.98,-448.72,2,-0.12,93.66,0.5,1.92,,False
-16.44,-32.28,23,14.26,-10.22,4.02,10.15,-30.98,-502.72,2,-12.57,121.66,0.01,1.74,,False
-11.76,-24.57,13,15.7,-9.63,0.33,9.84,-30.98,-414.72,2,-0.27,67.66,0.6,3.4,5.56,False
-7.47,-26.58,11,20.82,-7.44,4.11,10.3,-26.98,-442.72,2,-5.28,131.66,0.85,2.63,,True
-8.91,-24.96,23,11.92,-9.26,2.31,10.52,-28.98,-436.72,2,0.69,99.66,0.76,1.22,6.69,True
-0.27,-15.12,340,12.86,-4.11,26.55,15.37,-56.98,-628.72,20,9.33,219.66,6,-0.99,,False
-7.65,-31.92,43,13.48,-7.75,1.68,10.37,-30.98,-430.72,2,-10.29,73.66,0.82,1.62,,True
-5.88,-13.83,40,10,-4.35,29.4,14.87,-56.98,-878.72,20,9.39,59.66,8.2,-2.23,,False
6.96,-10.65,175,14.34,-2.4,22.35,18.32,-56.98,-518.72,20,16.65,239.66,6.55,-4.1,7.63,True
-11.58,-25.71,53,15.96,-7.19,4.14,10.37,-30.98,-444.72,2,-6,67.66,0.61,1.87,6.01,True
-27.45,-25.35,38,14.56,-8.22,4.38,10.06,-30.98,-484.72,2,-0.54,139.66,0.79,4.38,7.63,True
-7.68,-23.46,7,11,-8.1,4.29,10.14,-34.98,-414.72,2,0.81,75.66,0.79,1.43,,True
-8.76,-28.65,10,13.7,-7.51,4.8,10.12,-30.98,-488.72,2,-0.3,101.66,0.67,1.81,6.69,False
-8.64,-36.75,5,11.74,-8.23,1.77,9.69,-30.98,-408.72,2,-5.58,61.66,0.69,1.7,5.67,False
-11.1,-24,21,13.92,-7.61,2.67,10.17,-34.98,-426.72,2,-3.3,65.66,0.76,1.35,7.36,True
-11.88,-26.52,6,13.8,-8.75,2.37,10.36,-30.98,-486.72,2,-0.42,125.66,0.46,3.35,6.3,False
-13.8,-26.1,16,11.32,-7.75,4.11,9.96,-30.98,-490.72,2,-0.27,67.66,0.95,1.48,6.57,True
4.74,-11.67,15,10.44,-4.12,15.15,17.52,-56.98,-578.72,20,13.02,99.66,5.1,-2.89,,True
-12.54,-27.81,26,11.74,-7.22,4.23,10.23,-30.98,-446.72,2,-3.21,133.66,0.58,2.08,,True
3.93,-16.38,85,10.94,-3.73,16.2,15.72,-76.98,-848.72,20,10.74,-10.34,8.2,-2.64,5.24,False
-8.34,-24.06,8,14.34,-7.89,6.06,9.59,-30.98,-428.72,2,-1.29,117.66,0.68,2.72,,False
1.71,-9,210,13.14,-5.03,18.75,17.67,-36.98,-688.72,20,14.82,279.66,7.05,-3.3,,False
5.34,-10.65,10,9.7,-3.54,20.25,15.82,-36.98,-498.72,20,13.77,139.66,6.6,-1.57,,True
-11.97,-31.83,17,12.36,-8.38,0.18,10.23,-30.98,-482.72,2,-0.63,87.66,0.41,1.5,5.52,False
3.33,-15.09,55,13.16,-5.78,19.35,15.72,-36.98,-608.72,20,2.85,169.66,5.2,-0.74,,False
-16.35,-23.46,11,12.9,-7.76,5.13,10.44,-26.98,-442.72,2,0.57,125.66,0.49,4.17,6.35,True
-1.74,-8.88,320,12.02,-3.52,30.75,17.42,-56.98,-878.72,20,12.27,199.66,10.05,-2.28,6.62,True
3.6,-13.35,80,13.54,-3.77,39.75,16.72,-36.98,-708.72,20,13.02,189.66,6.6,-2.19,6.67,True
-10.14,-26.79,74,12.28,-7.19,4.83,10.45,-26.98,-410.72,2,-1.56,121.66,0.53,2.25,,True
-1.71,-14.37,55,13.6,-6.29,38.7,15.97,-36.98,-748.72,20,5.61,129.66,7.25,-1.12,4.62,False
-10.02,-26.52,21,12.14,-7.3,4.05,10.01,-30.98,-438.72,2,-12.51,73.66,0.94,4.55,,True
6.96,-9.36,140,12.36,-4.21,16.8,16.02,-36.98,-548.72,20,14.82,179.66,9.65,-1.2,7.3,True
5.97,-11.04,130,12.54,-1.59,15.3,17.82,-36.98,-398.72,20,8.22,259.66,9.25,-3.16,7.49,True
5.22,-15.36,60,13.12,-4.85,18.3,15.22,-36.98,-538.72,20,8.43,259.66,8.35,0.42,5.76,False
-8.19,-25.2,72,17.14,-7.23,3.12,10.33,-34.98,-434.72,2,-0.09,97.66,0.45,1.77,6.49,True
4.14,-11.34,75,10.96,-3.73,25.5,17.72,-36.98,-778.72,20,13.71,239.66,5.95,-2.93,,False
-0.72,-17.64,220,13.18,-5.07,17.4,15.87,-56.98,-798.72,20,8.16,159.66,5.75,-1.58,5.03,False
5.19,-12.48,215,13.3,-2.17,20.7,17.12,-36.98,-488.72,20,14.16,249.66,8,-1.92,5.82,False
0.9,-14.01,130,8.74,-3.66,27.6,15.07,-76.98,-538.72,20,7.92,79.66,6.15,-1.83,4.4,False
5.34,-8.31,175,15.12,-3.47,18,19.47,-36.98,-678.72,20,15.87,99.66,5.75,-2.88,5.8,True
